Artists,Name,Weekly.rank,Peak.position,Weeks.on.chart,Week,Date,Genre,Features
Justin Bieber,All Around The World,97,22.0,9.0,2013-05-10,"February 26, 2012","Canada,Rap,Pop",Ludacris
French Montana,Freaks,98,77.0,6.0,2013-05-10,"February 14, 2013",Rap,Nicki Minaj
Juicy J,Show Out,100,75.0,8.0,2013-05-10,"January 25, 2013",Rap,"Big Sean, Young Jeezy"
P!nk,Just Give Me A Reason,1,1.0,0.0,2013-05-03,"February 26, 2013","Pop-Rock,Ballad,Adult Contemporary,Piano,Pop,Rock",Nate Ruess
"Macklemore, Ryan Lewis",Can't Hold Us,2,2.0,11.0,2013-05-03,"August 16, 2011","Pop,Rap",Ray Dalton
"Macklemore, Ryan Lewis",Thrift Shop,3,1.0,29.0,2013-05-03,"August 27, 2012","Comedy,Indie Rap,Pop,Rap",Wanz
Bruno Mars,When I Was Your Man,4,1.0,18.0,2013-05-03,"January 15, 2013","Easy Listening,Adult Contemporary,Piano,Ballad,Neo Soul,Soul Pop,R&;B,Pop",nan
PSY,Gentleman,5,5.0,2.0,2013-05-03,"April 12, 2013","Korean,Memes,K-Pop (\xec\xbc\x80\xec\x9d\xb4\xed\x8c\x9d),Pop",nan
Rihanna,Stay,6,3.0,11.0,2013-05-03,"January 7, 2013","Soul Pop,Piano,Ballad,Adult Contemporary,R&;B,Pop",Mikky Ekko
Justin Timberlake,Mirrors,7,7.0,10.0,2013-05-03,"February 11, 2013","R&;B,Pop",nan
Justin Timberlake,Suit & Tie,8,3.0,15.0,2013-05-03,"January 15, 2013","Rap,R&;B,Pop",JAY Z
Pitbull,Feel This Moment,9,8.0,13.0,2013-05-03,"February 4, 2013","Pop,Rap",Christina Aguilera
Drake,Started From The Bottom,10,6.0,11.0,2013-05-03,"February 6, 2013","Producer,Trap,Canada,Rap",nan
Demi Lovato,Heart Attack,11,10.0,8.0,2013-05-03,"February 24, 2013",Pop,nan
Imagine Dragons,Radioactive,12,7.0,34.0,2013-05-03,"February 14, 2012","Adult Alternative,Dubstep,Alternative Pop,Alternative Rock,Pop-Rock,Alternative,Electronic Rock,Pop,Rock",nan
Icona Pop,I Love It,13,13.0,12.0,2013-05-03,"May 9, 2012","Screen,Soundtrack,Dance,Dance-Pop,Pop",Charli XCX
Florida Georgia Line,Cruise,14,8.0,29.0,2013-05-03,"November 25, 2013","Producer,Dirty South,Pop,Pop Country,Hip-Hop,Remix,Rap,Country",Nelly
Fall Out Boy,My Songs Know What You Did In The Dark,15,15.0,11.0,2013-05-03,"February 4, 2013","Adult Alternative,Electronic Rock,Electro-Pop,Pop,Alternative,Alternative Pop,Alternative Rock,Pop-Rock,Punk Rock,Pop-Punk,Rock",nan
Lil Wayne,Love Me,16,9.0,14.0,2013-05-03,"January 18, 2013","Canada,Trap,Rap","Drake, Future"
Baauer,Harlem Shake,17,1.0,10.0,2013-05-03,"May 12, 2012","Dance,Memes,Electronic,Pop",nan
Maroon 5,Daylight,18,7.0,20.0,2013-05-03,"November 27, 2012",Pop,nan
Darius Rucker,Wagon Wheel,20,20.0,11.0,2013-05-03,"January 7, 2013","Country,Rock",nan
J. Cole,Power Trip,21,21.0,10.0,2013-05-03,"February 14, 2013",Rap,Miguel
fun.,Carry On,23,20.0,16.0,2013-05-03,"October 23, 2012","Adult Alternative,Adult Contemporary,Folk Rock,Indie Pop,Indie Rock,Rock",nan
Taylor Swift,22,24,24.0,8.0,2013-05-03,"October 22, 2012","Pop Country,Pop-Rock,Dance-Pop,Country,Pop",nan
Taylor Swift,I Knew You Were Trouble.,25,2.0,27.0,2013-05-03,"October 9, 2012","Pop-Rock,Dubstep,Electro-Pop,Memes,Pop",nan
The Lumineers,Ho Hey,26,3.0,46.0,2013-05-03,"April 3, 2012","Adult Alternative,Adult Contemporary,Pop,Pop-Rock,Indie Pop,Indie Rock,Folk Rock,Rock",nan
Miranda Lambert,Mama's Broken Heart,28,20.0,13.0,2013-05-03,"January 14, 2013","Country,Rock",nan
Calvin Harris,Sweet Nothing,29,10.0,24.0,2013-05-03,"October 12, 2012","UK,Pop,Electronic",Florence Welch
Bruno Mars,Locked Out Of Heaven,30,1.0,29.0,2013-05-03,"October 1, 2012",Pop,nan
Olly Murs,Troublemaker,31,29.0,14.0,2013-05-03,"October 12, 2012","Rock,UK,Rap,Pop",Flo Rida
Ariana Grande,The Way,32,10.0,4.0,2013-05-03,"March 25, 2013","R&;B,Rap,Pop",Mac Miller
Lady Antebellum,Downtown,33,29.0,11.0,2013-05-03,"January 22, 2013","Country,Rock",nan
"will.i.am, Britney Spears",Scream & Shout,34,3.0,21.0,2013-05-03,"November 20, 2012",Rap,nan
Florida Georgia Line,Get Your Shine On,35,35.0,13.0,2013-05-03,"December 4, 2012","Country,Rock",nan
Rihanna,Pour It Up,37,19.0,16.0,2013-05-03,"January 8, 2012","Hip-Hop,Rap,Pop,R&;B",nan
"Mumford, Sons",I Will Wait,40,12.0,37.0,2013-05-03,"August 7, 2012","Adult Alternative,Adult Contemporary,Folk,Folk Rock,Pop-Rock,Pop,UK,Rock",nan
Swedish House Mafia,Don't You Worry Child,41,6.0,31.0,2013-05-03,"October 22, 2012","Progressive House,Dance-Pop,Dance,Pop,Electronic",John Martin
AWOLNATION,Sail,42,30.0,33.0,2013-05-03,"November 8, 2010","Electro-Pop,Pop-Rock,Alternative Rock,Industrial Rock,Indie Rock,Electronic Rock,Rock",nan
Krewella,Alive,44,40.0,10.0,2013-05-03,"February 5, 2013","Progressive House,Pop,Electronic",nan
Ace Hood,Bugatti,45,35.0,10.0,2013-05-03,"January 30, 2013","Gangsta Rap,Trap,Rap","Future, Rick Ross"
Emeli Sande,Next To Me,46,46.0,9.0,2013-05-03,"February 10, 2012","UK,Adult Alternative,Adult Contemporary,Soul Pop,Soul,Pop-Rock,Pop,R&;B,Rock",nan
Blake Shelton,Sure Be Cool If You Did,47,24.0,15.0,2013-05-03,"January 8, 2013","Country,Rock",nan
Imagine Dragons,It's Time,48,15.0,46.0,2013-05-03,"March 12, 2011","Adult Alternative,Alternative Pop,Alternative Rock,Pop-Rock,Alternative,Indie Rock,Pop,Rock",nan
Thompson Square,If I Didn't Have You,49,49.0,16.0,2013-05-03,"October 29, 2012","Country,Rock",nan
Of Monsters And Men,Little Talks,50,20.0,48.0,2013-05-03,"December 20, 2011","Pop,Adult Alternative,Adult Contemporary,Pop-Rock,Folk Rock,Folk,Indie Pop,Indie Rock,Indie,Alternative,Alternative Rock,Rock",nan
Chris Brown,Fine China,51,51.0,3.0,2013-05-03,"March 29, 2013","Funk,Disco,R&;B,Pop",nan
Jason Aldean,1994,52,52.0,6.0,2013-05-03,"October 16, 2012","Rock,Country,Rap",nan
Kenny Chesney,Pirate Flag,53,53.0,11.0,2013-05-03,"February 4, 2013","Country,Rock",nan
The Band Perry,DONE.,54,46.0,6.0,2013-05-03,"March 11, 2013","Country,Rock",nan
Luke Bryan,Crash My Party,55,18.0,2.0,2013-05-03,"April 7, 2013",Country,nan
George Strait,Give It All We Got Tonight,56,56.0,16.0,2013-05-03,"October 29, 2012","Country,Rock",nan
Lil Wayne,Rich As fuck,57,57.0,5.0,2013-05-03,"April 9, 2013",Rap,2 Chainz
Anna Kendrick,Cups,59,59.0,17.0,2013-05-03,"March 26, 2013",Pop,nan
Kendrick Lamar,"Bitch, Don't Kill My Vibe",60,60.0,9.0,2013-05-03,"October 22, 2012","Conscious Hip-Hop,West Coast,Producer,Rap",nan
Eric Church,Like Jesus Does,61,59.0,9.0,2013-05-03,"July 22, 2011","Country,Rock",nan
Phillip Phillips,"Gone, Gone, Gone",62,59.0,7.0,2013-05-03,"February 11, 2013","Folk Rock,Pop-Rock,Rock",nan
Brad Paisley,Beat This Summer,63,63.0,6.0,2013-05-03,"March 4, 2013","Country,Rock",nan
Lee Brice,I Drive Your Truck,64,47.0,16.0,2013-05-03,"December 3, 2012","Country,Rock",nan
Justin Bieber,All Around The World,65,22.0,8.0,2013-05-03,"February 26, 2012","Canada,Rap,Pop",Ludacris
Hunter Hayes,I Want Crazy,66,43.0,2.0,2013-05-03,"April 22, 2013","Country,Rock",nan
Chris Young,I Can Take It From There,67,63.0,11.0,2013-05-03,"October 15, 2012",Country,nan
Avril Lavigne,Here's To Never Growing Up,68,52.0,2.0,2013-05-03,"April 9, 2013","Pop-Punk,Pop-Rock,Rock,Canada,Pop",nan
Rihanna,Loveeeeeee Song,69,55.0,12.0,2013-05-03,"November 19, 2012","R&;B,Pop",Future
Zedd,Clarity,70,70.0,5.0,2013-05-03,"December 12, 2012","UK,Electronic,Pop",Foxes
"Lupe Fiasco, Guy Sebastian",Battle Scars,71,71.0,17.0,2013-05-03,"August 10, 2012","Pop,Rap",nan
Tamar Braxton,Love And War,73,57.0,13.0,2013-05-03,"December 6, 2012","R&;B,Rap",nan
Jake Owen,Anywhere With You,74,74.0,5.0,2013-05-03,"August 30, 2011","Country,R&;B,Rock",nan
Tyga,Molly,78,66.0,5.0,2013-05-03,"March 29, 2013","West Coast,Rap","Cedric Gervais, Wiz Khalifa, Mally Mall"
Young Jeezy,R.I.P.,79,58.0,11.0,2013-05-03,"December 12, 2012",Rap,2 Chainz
Trinidad James,All Gold Everything,81,36.0,19.0,2013-05-03,"December 20, 2012","Trap,Rap",nan
Brantley Gilbert,More Than Miles,82,79.0,8.0,2013-05-03,"March 16, 2010","Country,Rock",nan
Carrie Underwood,Two Black Cadillacs,83,41.0,19.0,2013-05-03,"May 1, 2012",Country,nan
Kip Moore,Hey Pretty Girl,84,84.0,5.0,2013-05-03,"January 28, 2013",Country,nan
Nicki Minaj,High School,85,68.0,3.0,2013-05-03,"April 16, 2013","R&;B,Rap",Lil Wayne
Rocko,U.O.E.N.O.,86,86.0,2.0,2013-05-03,"March 5, 2013","Producer,Rap","Future, Rick Ross"
Ed Sheeran,Lego House,87,87.0,4.0,2013-05-03,"September 9, 2011","UK,Pop",nan
Future,Karate Chop,89,82.0,7.0,2013-05-03,"April 22, 2014","Electro-Hop,Remix,Trap,Rap",Lil Wayne
Ray J,I Hit It First,90,51.0,2.0,2013-05-03,"April 9, 2013","R&;B,Rap",Bobby Brackins
Little Mix,Wings,91,91.0,3.0,2013-05-03,"August 24, 2012","Dance-Pop,Girl Group,R&;B,Bubblegum Pop,UK,Pop",nan
OneRepublic,If I Lose Myself,92,74.0,5.0,2013-05-03,"March 25, 2013","Electronica,Electronic Rock,Pop-Rock,Pop,Rock",nan
"Macklemore, Ryan Lewis",Same Love,93,89.0,6.0,2013-05-03,"July 18, 2012","LGBTQ+,Rap",Mary Lambert
Juicy J,Show Out,95,75.0,7.0,2013-05-03,"January 25, 2013",Rap,"Big Sean, Young Jeezy"
A$AP Rocky,Wild For The Night,96,82.0,6.0,2013-05-03,"January 11, 2013","East Coast,Electronic,Dubstep,Rap",Skrillex
Future,Neva End,97,52.0,20.0,2013-05-03,"April 13, 2012","Trap,R&;B,Rap",nan
French Montana,Freaks,99,77.0,5.0,2013-05-03,"February 14, 2013",Rap,Nicki Minaj
Fabolous,Ready,100,97.0,2.0,2013-05-03,"January 17, 2013","R&;B,Rap",Chris Brown
P!nk,Just Give Me A Reason,1,1.0,9.0,2013-04-26,"February 26, 2013","Pop-Rock,Ballad,Adult Contemporary,Piano,Pop,Rock",Nate Ruess
"Macklemore, Ryan Lewis",Thrift Shop,2,1.0,28.0,2013-04-26,"August 27, 2012","Comedy,Indie Rap,Pop,Rap",Wanz
Bruno Mars,When I Was Your Man,3,1.0,17.0,2013-04-26,"January 15, 2013","Easy Listening,Adult Contemporary,Piano,Ballad,Neo Soul,Soul Pop,R&;B,Pop",nan
Rihanna,Stay,4,3.0,10.0,2013-04-26,"January 7, 2013","Soul Pop,Piano,Ballad,Adult Contemporary,R&;B,Pop",Mikky Ekko
"Macklemore, Ryan Lewis",Can't Hold Us,5,5.0,10.0,2013-04-26,"August 16, 2011","Pop,Rap",Ray Dalton
Justin Timberlake,Suit & Tie,6,3.0,14.0,2013-04-26,"January 15, 2013","Rap,R&;B,Pop",JAY Z
Justin Timberlake,Mirrors,7,7.0,9.0,2013-04-26,"February 11, 2013","R&;B,Pop",nan
Pitbull,Feel This Moment,8,8.0,12.0,2013-04-26,"February 4, 2013","Pop,Rap",Christina Aguilera
Drake,Started From The Bottom,9,6.0,10.0,2013-04-26,"February 6, 2013","Producer,Trap,Canada,Rap",nan
Demi Lovato,Heart Attack,10,10.0,7.0,2013-04-26,"February 24, 2013",Pop,nan
Florida Georgia Line,Cruise,11,8.0,28.0,2013-04-26,"November 25, 2013","Producer,Dirty South,Pop,Pop Country,Hip-Hop,Remix,Rap,Country",Nelly
Baauer,Harlem Shake,13,1.0,9.0,2013-04-26,"May 12, 2012","Dance,Memes,Electronic,Pop",nan
Imagine Dragons,Radioactive,14,7.0,33.0,2013-04-26,"February 14, 2012","Adult Alternative,Dubstep,Alternative Pop,Alternative Rock,Pop-Rock,Alternative,Electronic Rock,Pop,Rock",nan
Lil Wayne,Love Me,15,9.0,13.0,2013-04-26,"January 18, 2013","Canada,Trap,Rap","Drake, Future"
Icona Pop,I Love It,16,16.0,11.0,2013-04-26,"May 9, 2012","Screen,Soundtrack,Dance,Dance-Pop,Pop",Charli XCX
Maroon 5,Daylight,17,7.0,19.0,2013-04-26,"November 27, 2012",Pop,nan
Taylor Swift,I Knew You Were Trouble.,19,2.0,26.0,2013-04-26,"October 9, 2012","Pop-Rock,Dubstep,Electro-Pop,Memes,Pop",nan
Miranda Lambert,Mama's Broken Heart,20,20.0,12.0,2013-04-26,"January 14, 2013","Country,Rock",nan
Darius Rucker,Wagon Wheel,21,21.0,10.0,2013-04-26,"January 7, 2013","Country,Rock",nan
The Lumineers,Ho Hey,22,3.0,45.0,2013-04-26,"April 3, 2012","Adult Alternative,Adult Contemporary,Pop,Pop-Rock,Indie Pop,Indie Rock,Folk Rock,Rock",nan
fun.,Carry On,23,20.0,15.0,2013-04-26,"October 23, 2012","Adult Alternative,Adult Contemporary,Folk Rock,Indie Pop,Indie Rock,Rock",nan
Bruno Mars,Locked Out Of Heaven,24,1.0,28.0,2013-04-26,"October 1, 2012",Pop,nan
J. Cole,Power Trip,26,26.0,9.0,2013-04-26,"February 14, 2013",Rap,Miguel
Calvin Harris,Sweet Nothing,27,10.0,23.0,2013-04-26,"October 12, 2012","UK,Pop,Electronic",Florence Welch
"will.i.am, Britney Spears",Scream & Shout,28,3.0,20.0,2013-04-26,"November 20, 2012",Rap,nan
Lady Antebellum,Downtown,29,29.0,10.0,2013-04-26,"January 22, 2013","Country,Rock",nan
Fall Out Boy,My Songs Know What You Did In The Dark,30,26.0,10.0,2013-04-26,"February 4, 2013","Adult Alternative,Electronic Rock,Electro-Pop,Pop,Alternative,Alternative Pop,Alternative Rock,Pop-Rock,Punk Rock,Pop-Punk,Rock",nan
Taylor Swift,22,32,26.0,7.0,2013-04-26,"October 22, 2012","Pop Country,Pop-Rock,Dance-Pop,Country,Pop",nan
"Mumford, Sons",I Will Wait,33,12.0,36.0,2013-04-26,"August 7, 2012","Adult Alternative,Adult Contemporary,Folk,Folk Rock,Pop-Rock,Pop,UK,Rock",nan
Swedish House Mafia,Don't You Worry Child,35,6.0,30.0,2013-04-26,"October 22, 2012","Progressive House,Dance-Pop,Dance,Pop,Electronic",John Martin
Blake Shelton,Sure Be Cool If You Did,36,24.0,14.0,2013-04-26,"January 8, 2013","Country,Rock",nan
Ariana Grande,The Way,37,10.0,3.0,2013-04-26,"March 25, 2013","R&;B,Rap,Pop",Mac Miller
Rihanna,Pour It Up,38,19.0,15.0,2013-04-26,"January 8, 2012","Hip-Hop,Rap,Pop,R&;B",nan
Olly Murs,Troublemaker,39,29.0,13.0,2013-04-26,"October 12, 2012","Rock,UK,Rap,Pop",Flo Rida
Florida Georgia Line,Get Your Shine On,41,39.0,12.0,2013-04-26,"December 4, 2012","Country,Rock",nan
Krewella,Alive,42,40.0,9.0,2013-04-26,"February 5, 2013","Progressive House,Pop,Electronic",nan
Ace Hood,Bugatti,44,35.0,9.0,2013-04-26,"January 30, 2013","Gangsta Rap,Trap,Rap","Future, Rick Ross"
The Band Perry,DONE.,46,46.0,5.0,2013-04-26,"March 11, 2013","Country,Rock",nan
Imagine Dragons,It's Time,47,15.0,45.0,2013-04-26,"March 12, 2011","Adult Alternative,Alternative Pop,Alternative Rock,Pop-Rock,Alternative,Indie Rock,Pop,Rock",nan
AWOLNATION,Sail,48,30.0,32.0,2013-04-26,"November 8, 2010","Electro-Pop,Pop-Rock,Alternative Rock,Industrial Rock,Indie Rock,Electronic Rock,Rock",nan
Of Monsters And Men,Little Talks,49,20.0,47.0,2013-04-26,"December 20, 2011","Pop,Adult Alternative,Adult Contemporary,Pop-Rock,Folk Rock,Folk,Indie Pop,Indie Rock,Indie,Alternative,Alternative Rock,Rock",nan
Thompson Square,If I Didn't Have You,50,50.0,15.0,2013-04-26,"October 29, 2012","Country,Rock",nan
Jason Aldean,1994,53,53.0,5.0,2013-04-26,"October 16, 2012","Rock,Country,Rap",nan
Chris Brown,Fine China,54,52.0,2.0,2013-04-26,"March 29, 2013","Funk,Disco,R&;B,Pop",nan
Kenny Chesney,Pirate Flag,55,53.0,10.0,2013-04-26,"February 4, 2013","Country,Rock",nan
George Strait,Give It All We Got Tonight,56,56.0,15.0,2013-04-26,"October 29, 2012","Country,Rock",nan
Emeli Sande,Next To Me,57,56.0,8.0,2013-04-26,"February 10, 2012","UK,Adult Alternative,Adult Contemporary,Soul Pop,Soul,Pop-Rock,Pop,R&;B,Rock",nan
Lee Brice,I Drive Your Truck,58,47.0,15.0,2013-04-26,"December 3, 2012","Country,Rock",nan
Eric Church,Like Jesus Does,59,59.0,8.0,2013-04-26,"July 22, 2011","Country,Rock",nan
Lil Wayne,Rich As fuck,61,57.0,4.0,2013-04-26,"April 9, 2013",Rap,2 Chainz
Phillip Phillips,"Gone, Gone, Gone",62,59.0,6.0,2013-04-26,"February 11, 2013","Folk Rock,Pop-Rock,Rock",nan
Chris Young,I Can Take It From There,63,63.0,10.0,2013-04-26,"October 15, 2012",Country,nan
Rihanna,Loveeeeeee Song,64,55.0,11.0,2013-04-26,"November 19, 2012","R&;B,Pop",Future
Kendrick Lamar,"Bitch, Don't Kill My Vibe",65,65.0,8.0,2013-04-26,"October 22, 2012","Conscious Hip-Hop,West Coast,Producer,Rap",nan
Young Jeezy,R.I.P.,66,58.0,10.0,2013-04-26,"December 12, 2012",Rap,2 Chainz
Brad Paisley,Beat This Summer,67,67.0,5.0,2013-04-26,"March 4, 2013","Country,Rock",nan
Nicki Minaj,High School,68,68.0,2.0,2013-04-26,"April 16, 2013","R&;B,Rap",Lil Wayne
Carrie Underwood,Two Black Cadillacs,69,41.0,18.0,2013-04-26,"May 1, 2012",Country,nan
Tamar Braxton,Love And War,70,57.0,12.0,2013-04-26,"December 6, 2012","R&;B,Rap",nan
"Lupe Fiasco, Guy Sebastian",Battle Scars,71,71.0,16.0,2013-04-26,"August 10, 2012","Pop,Rap",nan
Zedd,Clarity,73,73.0,4.0,2013-04-26,"December 12, 2012","UK,Electronic,Pop",Foxes
Justin Bieber,All Around The World,74,22.0,7.0,2013-04-26,"February 26, 2012","Canada,Rap,Pop",Ludacris
Trinidad James,All Gold Everything,75,36.0,18.0,2013-04-26,"December 20, 2012","Trap,Rap",nan
Jake Owen,Anywhere With You,78,78.0,4.0,2013-04-26,"August 30, 2011","Country,R&;B,Rock",nan
Brantley Gilbert,More Than Miles,79,79.0,7.0,2013-04-26,"March 16, 2010","Country,Rock",nan
OneRepublic,If I Lose Myself,81,74.0,4.0,2013-04-26,"March 25, 2013","Electronica,Electronic Rock,Pop-Rock,Pop,Rock",nan
Future,Karate Chop,82,82.0,6.0,2013-04-26,"April 22, 2014","Electro-Hop,Remix,Trap,Rap",Lil Wayne
Kip Moore,Hey Pretty Girl,84,84.0,4.0,2013-04-26,"January 28, 2013",Country,nan
Anna Kendrick,Cups,85,64.0,16.0,2013-04-26,"March 26, 2013",Pop,nan
Tyga,Molly,86,66.0,4.0,2013-04-26,"March 29, 2013","West Coast,Rap","Cedric Gervais, Wiz Khalifa, Mally Mall"
Kelly Clarkson,Don't Rush,87,87.0,3.0,2013-04-26,"October 29, 2012","Pop,Country",Vince Gill
Future,Neva End,88,52.0,19.0,2013-04-26,"April 13, 2012","Trap,R&;B,Rap",nan
Ed Sheeran,Lego House,89,89.0,3.0,2013-04-26,"September 9, 2011","UK,Pop",nan
Tim McGraw,One Of Those Nights,90,32.0,20.0,2013-04-26,"November 12, 2012","Country,Rock",nan
Little Mix,Wings,91,91.0,2.0,2013-04-26,"August 24, 2012","Dance-Pop,Girl Group,R&;B,Bubblegum Pop,UK,Pop",nan
A$AP Rocky,Wild For The Night,93,82.0,5.0,2013-04-26,"January 11, 2013","East Coast,Electronic,Dubstep,Rap",Skrillex
Juicy J,Show Out,95,75.0,6.0,2013-04-26,"January 25, 2013",Rap,"Big Sean, Young Jeezy"
Rascal Flatts,Changed,96,73.0,8.0,2013-04-26,"April 3, 2012","Country,Rock",nan
One Direction,Kiss You,98,46.0,16.0,2013-04-26,"November 9, 2012","Electro-Pop,Boy Band,Power Pop,UK,Pop",nan
"Macklemore, Ryan Lewis",Same Love,100,89.0,5.0,2013-04-26,"July 18, 2012","LGBTQ+,Rap",Mary Lambert
Bruno Mars,When I Was Your Man,1,1.0,6.0,2013-04-19,"January 15, 2013","Easy Listening,Adult Contemporary,Piano,Ballad,Neo Soul,Soul Pop,R&;B,Pop",nan
"Macklemore, Ryan Lewis",Thrift Shop,2,1.0,27.0,2013-04-19,"August 27, 2012","Comedy,Indie Rap,Pop,Rap",Wanz
P!nk,Just Give Me A Reason,3,3.0,8.0,2013-04-19,"February 26, 2013","Pop-Rock,Ballad,Adult Contemporary,Piano,Pop,Rock",Nate Ruess
Rihanna,Stay,4,3.0,9.0,2013-04-19,"January 7, 2013","Soul Pop,Piano,Ballad,Adult Contemporary,R&;B,Pop",Mikky Ekko
Justin Timberlake,Suit & Tie,5,3.0,13.0,2013-04-19,"January 15, 2013","Rap,R&;B,Pop",JAY Z
Baauer,Harlem Shake,6,1.0,8.0,2013-04-19,"May 12, 2012","Dance,Memes,Electronic,Pop",nan
"Macklemore, Ryan Lewis",Can't Hold Us,7,7.0,9.0,2013-04-19,"August 16, 2011","Pop,Rap",Ray Dalton
Florida Georgia Line,Cruise,8,8.0,27.0,2013-04-19,"November 25, 2013","Producer,Dirty South,Pop,Pop Country,Hip-Hop,Remix,Rap,Country",Nelly
Drake,Started From The Bottom,9,6.0,9.0,2013-04-19,"February 6, 2013","Producer,Trap,Canada,Rap",nan
Pitbull,Feel This Moment,10,8.0,11.0,2013-04-19,"February 4, 2013","Pop,Rap",Christina Aguilera
Imagine Dragons,Radioactive,11,7.0,32.0,2013-04-19,"February 14, 2012","Adult Alternative,Dubstep,Alternative Pop,Alternative Rock,Pop-Rock,Alternative,Electronic Rock,Pop,Rock",nan
Justin Timberlake,Mirrors,12,11.0,8.0,2013-04-19,"February 11, 2013","R&;B,Pop",nan
Lil Wayne,Love Me,13,9.0,12.0,2013-04-19,"January 18, 2013","Canada,Trap,Rap","Drake, Future"
Maroon 5,Daylight,14,7.0,18.0,2013-04-19,"November 27, 2012",Pop,nan
Demi Lovato,Heart Attack,15,12.0,6.0,2013-04-19,"February 24, 2013",Pop,nan
Taylor Swift,I Knew You Were Trouble.,16,2.0,25.0,2013-04-19,"October 9, 2012","Pop-Rock,Dubstep,Electro-Pop,Memes,Pop",nan
Icona Pop,I Love It,17,17.0,10.0,2013-04-19,"May 9, 2012","Screen,Soundtrack,Dance,Dance-Pop,Pop",Charli XCX
"will.i.am, Britney Spears",Scream & Shout,18,3.0,19.0,2013-04-19,"November 20, 2012",Rap,nan
Bruno Mars,Locked Out Of Heaven,19,1.0,27.0,2013-04-19,"October 1, 2012",Pop,nan
The Lumineers,Ho Hey,20,3.0,44.0,2013-04-19,"April 3, 2012","Adult Alternative,Adult Contemporary,Pop,Pop-Rock,Indie Pop,Indie Rock,Folk Rock,Rock",nan
Calvin Harris,Sweet Nothing,21,10.0,22.0,2013-04-19,"October 12, 2012","UK,Pop,Electronic",Florence Welch
Ariana Grande,The Way,22,10.0,2.0,2013-04-19,"March 25, 2013","R&;B,Rap,Pop",Mac Miller
fun.,Carry On,23,20.0,14.0,2013-04-19,"October 23, 2012","Adult Alternative,Adult Contemporary,Folk Rock,Indie Pop,Indie Rock,Rock",nan
Darius Rucker,Wagon Wheel,24,24.0,9.0,2013-04-19,"January 7, 2013","Country,Rock",nan
"Mumford, Sons",I Will Wait,25,12.0,35.0,2013-04-19,"August 7, 2012","Adult Alternative,Adult Contemporary,Folk,Folk Rock,Pop-Rock,Pop,UK,Rock",nan
Swedish House Mafia,Don't You Worry Child,26,6.0,29.0,2013-04-19,"October 22, 2012","Progressive House,Dance-Pop,Dance,Pop,Electronic",John Martin
Fall Out Boy,My Songs Know What You Did In The Dark,27,26.0,9.0,2013-04-19,"February 4, 2013","Adult Alternative,Electronic Rock,Electro-Pop,Pop,Alternative,Alternative Pop,Alternative Rock,Pop-Rock,Punk Rock,Pop-Punk,Rock",nan
Blake Shelton,Sure Be Cool If You Did,29,24.0,13.0,2013-04-19,"January 8, 2013","Country,Rock",nan
Rihanna,Pour It Up,30,19.0,14.0,2013-04-19,"January 8, 2012","Hip-Hop,Rap,Pop,R&;B",nan
Olly Murs,Troublemaker,32,29.0,12.0,2013-04-19,"October 12, 2012","Rock,UK,Rap,Pop",Flo Rida
Imagine Dragons,It's Time,33,15.0,44.0,2013-04-19,"March 12, 2011","Adult Alternative,Alternative Pop,Alternative Rock,Pop-Rock,Alternative,Indie Rock,Pop,Rock",nan
Taylor Swift,22,34,26.0,6.0,2013-04-19,"October 22, 2012","Pop Country,Pop-Rock,Dance-Pop,Country,Pop",nan
Miranda Lambert,Mama's Broken Heart,35,35.0,11.0,2013-04-19,"January 14, 2013","Country,Rock",nan
Lady Antebellum,Downtown,36,35.0,9.0,2013-04-19,"January 22, 2013","Country,Rock",nan
Of Monsters And Men,Little Talks,37,20.0,46.0,2013-04-19,"December 20, 2011","Pop,Adult Alternative,Adult Contemporary,Pop-Rock,Folk Rock,Folk,Indie Pop,Indie Rock,Indie,Alternative,Alternative Rock,Rock",nan
Ace Hood,Bugatti,38,35.0,8.0,2013-04-19,"January 30, 2013","Gangsta Rap,Trap,Rap","Future, Rick Ross"
Florida Georgia Line,Get Your Shine On,39,39.0,11.0,2013-04-19,"December 4, 2012","Country,Rock",nan
Krewella,Alive,40,40.0,8.0,2013-04-19,"February 5, 2013","Progressive House,Pop,Electronic",nan
Kelly Clarkson,Catch My Breath,41,19.0,24.0,2013-04-19,"October 10, 2012",Pop,nan
J. Cole,Power Trip,43,43.0,8.0,2013-04-19,"February 14, 2013",Rap,Miguel
AWOLNATION,Sail,44,30.0,31.0,2013-04-19,"November 8, 2010","Electro-Pop,Pop-Rock,Alternative Rock,Industrial Rock,Indie Rock,Electronic Rock,Rock",nan
Muse,Madness,45,45.0,29.0,2013-04-19,"August 20, 2012","Pop,Pop-Rock,R&;B,Synth-Pop,Electronic",nan
Kendrick Lamar,Poetic Justice,46,26.0,24.0,2013-04-19,"October 22, 2012","Conscious Hip-Hop,West Coast,Rap",Drake
P!nk,Try,47,9.0,24.0,2013-04-19,"October 19, 2012","Pop,Rock",nan
PSY,Gangnam Style,48,2.0,31.0,2013-04-19,"July 15, 2012","English Translation,Translation,Electro-Pop,Pop,YouTube,Memes,K-Pop (\xec\xbc\x80\xec\x9d\xb4\xed\x8c\x9d),Korean",nan
Maroon 5,One More Night,49,1.0,42.0,2013-04-19,"June 19, 2012","Pop-Rock,Pop",nan
